merchant,period,churn_predicted,churn_probability
83c331080d,2034-12,0,0.18
83d81afdf6,2034-12,0,0.06
83ebde8d72,2034-12,0,0.0
83efcf6eeb,2034-12,1,0.65
83f4cc26ee,2034-11,1,0.79
83f9a1635a,2034-12,0,0.07
83fb3677d3,2034-10,1,0.55
84028fcd18,2034-12,1,0.59
840b15b900,2034-12,0,0.01
840de87b8d,2034-12,0,0.04
8412858ec4,2034-10,1,0.49
841e750266,2034-10,0,0.22
8432053d3d,2034-12,1,0.55
8433a7b13d,2034-10,1,0.55
8434174c92,2034-10,1,0.65
843730f86b,2034-12,0,0.34
843986be68,2034-12,0,0.1
844531ae38,2034-11,0,0.08
844592923b,2034-12,0,0.04
844d50e2ae,2034-12,0,0.05
844dee140b,2034-12,0,0.16
845f74fcfb,2034-11,1,0.7
84610a9e5c,2034-12,0,0.24
8464f8a925,2034-12,1,0.64
846c4f61eb,2034-10,1,0.57
846fbaa35c,2034-12,0,0.06
847e0e1536,2034-12,0,0.21
8486f1f30b,2034-11,1,0.48
849140e40e,2034-12,0,0.23
849852525a,2034-12,0,0.21
84a09b4188,2034-12,0,0.0
84a2aa01fa,2034-12,0,0.03
84aa55381a,2034-12,0,0.27
84bb515511,2034-12,0,0.12
84bf8f96c1,2034-12,0,0.0
84c7c96f37,2034-12,0,0.13
84cd330f15,2034-12,0,0.04
84e66938cd,2034-12,0,0.03
84e7eeab4c,2034-12,1,0.72
84ee610bc8,2034-12,0,0.03
84f8cffbd1,2034-12,0,0.04
8500231eaf,2034-12,0,0.07
8500a656be,2034-12,0,0.02
850e508152,2034-10,1,0.71
8516f122df,2034-12,0,0.02
851baefdce,2034-12,0,0.25
851ca8ff63,2034-12,0,0.24
852a13019f,2034-12,0,0.06
852cba2897,2034-12,0,0.02
852ff92692,2034-12,0,0.19
8532ab8ed9,2034-12,1,0.54
85347e82c6,2034-12,0,0.0
8535fddee3,2034-11,0,0.09
8538818eda,2034-12,1,0.43
8540e77529,2034-12,0,0.12
8542964f86,2034-12,1,0.52
8555962b0b,2034-12,0,0.03
8560fa4b0d,2034-12,0,0.04
8567dab4b0,2034-12,1,0.63
856e044726,2034-10,0,0.04
85879bf848,2034-11,0,0.14
858bc544e4,2034-12,0,0.33
85ad5c5e69,2034-12,0,0.0
85bbaa2cc5,2034-12,1,0.55
85bbc94da2,2034-12,0,0.03
85be0016b8,2034-12,0,0.31
85be6b21a9,2034-12,0,0.0
85c1e8d428,2034-11,1,0.39
85cb311dcc,2034-12,0,0.0
85d854dba6,2034-11,0,0.09
85d9410c18,2034-12,0,0.07
85eaa227ff,2034-11,0,0.24
85f1b41ec6,2034-12,0,0.19
8620287edb,2034-12,0,0.22
863066f489,2034-12,0,0.02
86309b0132,2034-12,1,0.47
8631ef73ec,2034-10,0,0.31
86339c4ba2,2034-12,1,0.55
8637529709,2034-11,0,0.31
863848e86b,2034-12,0,0.22
8638d65660,2034-11,1,0.41
863d5ad761,2034-11,0,0.22
86427e159f,2034-12,0,0.03
86459f438f,2034-10,1,0.51
8648f3b84f,2034-12,0,0.05
864fca1b2c,2034-12,0,0.0
8657d9dd29,2034-10,0,0.18
865c02a2df,2034-12,0,0.19
8661589c1f,2034-12,0,0.08
866ae495b3,2034-12,0,0.09
8688ea97fc,2034-11,1,0.64
868d271b25,2034-12,0,0.14
868de9d8a3,2034-12,0,0.33
8692a96f22,2034-12,1,0.54
8692e72d6b,2034-12,1,0.87
86986a0f3b,2034-12,0,0.0
869b69a4e1,2034-12,0,0.06
86a290d41e,2034-10,0,0.34
86a36d979a,2034-12,0,0.26
86a91b64be,2034-12,1,0.61
86b121b5e8,2034-12,1,0.36
86b4986e58,2034-12,0,0.12
86b949b240,2034-10,1,0.55
86c2bf7843,2034-12,0,0.02
86e3a75935,2034-12,0,0.17
86e4dc6524,2034-12,0,0.01
86e6f60cf0,2034-12,0,0.27
86fea438f1,2034-11,1,0.66
87102c8ccb,2034-12,0,0.19
871d3e8148,2034-12,0,0.18
87324795c6,2034-12,0,0.01
8736c54a26,2034-12,1,0.5
873c8209fe,2034-12,1,0.58
873dc2125f,2034-12,0,0.02
8746d0112f,2034-12,0,0.01
8753ce2f62,2034-12,0,0.01
87540b3733,2034-10,0,0.06
875f70da2c,2034-12,1,0.57
87670c4888,2034-12,1,0.65
8775069576,2034-12,1,0.67
8777535971,2034-12,0,0.0
877b11af5b,2034-12,0,0.28
877f8947ea,2034-10,1,0.52
878047f4b9,2034-12,0,0.13
87838d3117,2034-12,0,0.0
8792823579,2034-12,1,0.69
87931685ca,2034-10,1,0.52
879d64bf65,2034-12,0,0.21
87a2963fc0,2034-11,0,0.29
87b321a62d,2034-10,0,0.23
87b6b95e1c,2034-12,0,0.01
87b820e6ab,2034-12,0,0.01
87c1dce652,2034-12,0,0.13
87c7019dd8,2034-12,0,0.22
87d8fcfda4,2034-12,1,0.43
87d911cbaa,2034-12,0,0.01
87df3f5e99,2034-11,1,0.62
87e3a2587a,2034-12,0,0.27
87e9ad6c21,2034-12,0,0.0
87ec57a484,2034-12,1,0.57
87f994ea75,2034-12,0,0.21
88171696bb,2034-11,1,0.51
881cfd1c85,2034-12,0,0.04
881d8e9b27,2034-12,0,0.0
8823bf70d8,2034-12,1,0.44
882e21cee1,2034-12,0,0.12
884426b577,2034-10,0,0.26
88553c045c,2034-12,1,0.83
8862a708d6,2034-10,0,0.15
88679c0408,2034-10,0,0.09
886c731549,2034-11,1,0.66
8877f3008e,2034-12,0,0.09
887a960964,2034-12,1,0.55
887f172097,2034-11,0,0.29
8889a84af6,2034-12,0,0.01
88932e1e21,2034-11,1,0.68
889b7ea950,2034-12,1,0.62
88ac8cc274,2034-12,0,0.16
88b3c61160,2034-12,0,0.0
88bf4dc4e3,2034-11,0,0.02
88c383941d,2034-12,0,0.09
88c419803b,2034-12,0,0.01
88c562018f,2034-12,0,0.01
88cbeb3962,2034-12,0,0.09
88ccc7eb22,2034-11,0,0.09
88d20ba013,2034-11,0,0.32
88db71d482,2034-12,0,0.33
88e4d60f77,2034-11,0,0.18
88e70254d9,2034-12,0,0.19
88e9a6580a,2034-12,0,0.01
88edd4bc85,2034-12,1,0.71
88ee44b9f1,2034-10,1,0.8
88f1b99ea6,2034-12,0,0.28
88fd58fbec,2034-12,0,0.11
88fe07c303,2034-12,0,0.25
8901e9368c,2034-10,0,0.33
8905c0d588,2034-12,0,0.0
890856d9d5,2034-12,0,0.01
8912e77b13,2034-12,0,0.31
89137fd7a5,2034-12,0,0.04
891cc48e16,2034-10,1,0.51
891e04cc8f,2034-12,0,0.14
892106d44a,2034-10,0,0.35
8926c856ba,2034-12,1,0.4
8928f7d46a,2034-11,1,0.94
893db2d923,2034-12,0,0.0
8942835d22,2034-12,1,0.52
89604096ee,2034-12,0,0.26
896a2c1ce1,2034-12,0,0.26
89737fddde,2034-12,1,0.77
89774fd786,2034-12,1,0.45
897ad7112f,2034-10,0,0.35
898a6c8839,2034-11,0,0.21
898bf13916,2034-12,0,0.01
8990ed7b69,2034-12,0,0.01
8993b3f506,2034-12,1,0.56
899cfd28d1,2034-12,0,0.01
899f0fd243,2034-11,0,0.02
89a33e1e7b,2034-12,0,0.06
89a9410d39,2034-10,1,0.73
89ab0e1d7b,2034-12,1,0.76
89b3f3e998,2034-12,0,0.14
89b9993f0c,2034-11,0,0.31
89d92b095d,2034-12,0,0.01
89e2d29885,2034-12,0,0.02
89eb7cd167,2034-12,0,0.22
89ee4ae1e0,2034-12,0,0.34
89f5243f85,2034-12,1,0.41
8a050890da,2034-11,0,0.16
8a11c0622f,2034-12,0,0.34
8a181b1e03,2034-12,0,0.02
8a1cd4ecb1,2034-12,0,0.21
8a22c5eca0,2034-12,0,0.05
8a2815e5d7,2034-12,0,0.16
8a2e8b2c6d,2034-12,0,0.06
8a395f4a5b,2034-12,0,0.14
8a3b937ddf,2034-10,1,0.76
8a3ec9c614,2034-12,0,0.05
8a45479c4c,2034-12,0,0.0
8a4731cde7,2034-12,0,0.01
8a57a7700a,2034-12,0,0.16
8a5e616680,2034-12,1,0.45
8a61d12340,2034-12,0,0.24
8a680659fb,2034-11,0,0.22
8a719a7bd3,2034-11,1,0.62
8a831868a1,2034-12,0,0.3
8a863aa656,2034-10,1,0.84
8a896e2f07,2034-12,0,0.03
8a936f56c0,2034-12,0,0.05
8aa7d71120,2034-12,0,0.28
8ab42cb310,2034-12,0,0.31
8ab4a01fc5,2034-11,0,0.12
8ac7ddf23a,2034-11,0,0.21
8ad1fd7c29,2034-12,0,0.34
8adb84cde7,2034-12,0,0.01
8aee3f5cc4,2034-12,0,0.05
8affac2f44,2034-12,1,0.44
8b0b1d0663,2034-11,1,0.62
8b15da3ecd,2034-12,0,0.02
8b2291a23e,2034-12,0,0.11
8b248e2cb2,2034-12,0,0.29
8b4075a3dc,2034-11,1,0.47
8b47a67404,2034-12,0,0.01
8b481200fd,2034-10,1,0.95
8b4b196fa5,2034-12,0,0.27
8b6030e81f,2034-12,0,0.02
8b65d03580,2034-10,1,0.4
8b70677f53,2034-12,0,0.02
8b768925c4,2034-12,1,0.73
8b77a82853,2034-12,1,0.85
8b7f4a038a,2034-12,1,0.85
8b8d13b08d,2034-12,0,0.2
8b91c493d9,2034-12,0,0.05
8b986774a0,2034-12,0,0.19
8b9a29cf27,2034-12,0,0.22
8b9d214507,2034-11,1,0.39
8b9ee2917a,2034-11,1,0.53
8baa92f735,2034-12,0,0.09
8bad765ba0,2034-12,0,0.18
8bb9513c2a,2034-12,0,0.01
8bc9b559d5,2034-12,0,0.3
8be2c71da4,2034-12,0,0.2
8be7b494a0,2034-12,0,0.14
8bf03b8734,2034-12,0,0.26
8bf34b5c86,2034-10,1,0.59
8bf377de60,2034-12,0,0.26
8bf5e265f3,2034-12,1,0.36
8c1194b4c3,2034-11,1,0.53
8c13b66d50,2034-12,0,0.08
8c162196a2,2034-11,0,0.18
8c1e45edea,2034-12,0,0.04
8c221020fe,2034-12,0,0.0
8c24736fc0,2034-10,1,0.51
8c38bba93f,2034-12,0,0.07
8c39062d93,2034-12,1,0.46
8c3e649419,2034-10,0,0.2
8c52bcd621,2034-12,0,0.16
8c5df11e79,2034-12,1,0.55
8c5fbd51c6,2034-11,1,0.38
8c6754dda9,2034-12,0,0.04
8c70ac70ce,2034-12,0,0.02
8c732c214c,2034-12,0,0.34
8c7e0a904c,2034-10,0,0.03
8c7fd43542,2034-10,0,0.01
8c8dcbf839,2034-12,0,0.02
8c9e80291d,2034-11,1,0.86
8ca23d4d9e,2034-12,0,0.0
8cab1c5f20,2034-12,1,0.48
8cacbee139,2034-12,0,0.01
8cb4471263,2034-10,1,0.42
8cbc142b21,2034-12,0,0.13
8ce1638e64,2034-10,0,0.23
8ce40a212a,2034-11,0,0.35
8ce455b252,2034-12,1,0.6
8ce4a61bbb,2034-12,0,0.0
8ce73d7c85,2034-10,1,0.36
8ceda3f297,2034-10,1,0.53
8cf5869294,2034-12,1,0.54
8cf7d951a5,2034-12,0,0.03
8d0b739e7a,2034-12,0,0.11
8d20721d59,2034-12,0,0.01
8d30b3390d,2034-12,0,0.03
8d3119bffa,2034-12,1,0.37
8d38183202,2034-12,1,0.5
8d3ddcaa30,2034-12,0,0.12
8d46643c06,2034-11,1,0.85
8d5e20de34,2034-12,0,0.02
8d5e64234a,2034-12,0,0.03
8d6e9b7933,2034-12,0,0.08
8d70ee0cc7,2034-11,0,0.19
8d78b5a0ef,2034-10,1,0.74
8d795bb09b,2034-12,1,0.55
8dab3f60de,2034-10,0,0.11
8daba8aba9,2034-12,0,0.02
8db035fd66,2034-12,0,0.01
8db2f3b8fa,2034-10,1,0.77
8dce239d00,2034-12,0,0.0
8dd252df90,2034-12,1,0.65
8dd319cdb6,2034-12,0,0.15
8dd6776fc5,2034-12,1,0.55
8ddaf82b3d,2034-12,0,0.0
8def055c22,2034-12,0,0.0
8df8d7f8fc,2034-12,0,0.2
8dfaffc1bd,2034-12,0,0.04
8e0711bb92,2034-12,0,0.21
8e0eae9bcc,2034-10,1,0.65
8e105014a5,2034-11,0,0.33
8e24660d86,2034-12,0,0.03
8e264f637a,2034-10,1,0.81
8e26b298eb,2034-12,1,0.45
8e358101c5,2034-12,0,0.01
8e3fda6ca4,2034-12,0,0.01
8e44a71ee5,2034-12,0,0.01
8e56f138f3,2034-12,0,0.03
8e570cdc24,2034-12,0,0.0
8e59cbcafc,2034-12,0,0.07
8e61bcd418,2034-12,0,0.21
8e693073c3,2034-12,0,0.04
8e7398fe86,2034-12,0,0.01
8e78c1f7f5,2034-12,0,0.01
8e7980e7b5,2034-10,0,0.3
8e7995484e,2034-11,0,0.24
8e7d96c162,2034-11,1,0.61
8e878323da,2034-12,0,0.31
8e8aff65e5,2034-12,0,0.05
8e98fa9a4c,2034-10,0,0.24
8ea29398f2,2034-12,0,0.0
8eada3aaeb,2034-12,0,0.03
8eadd32a76,2034-12,1,0.58
8eaea8fff4,2034-12,0,0.06
8eb11da50f,2034-12,0,0.0
8eb366bf61,2034-11,0,0.2
8ec6837595,2034-11,1,0.6
8ec73ce37d,2034-12,0,0.06
8ece284a26,2034-11,0,0.26
8ece8df6bc,2034-12,0,0.01
8ee07b73be,2034-12,0,0.03
8ee3c7963a,2034-12,0,0.07
8ee6298a62,2034-12,1,0.39
8efd00d342,2034-12,1,0.8
8f00e621a8,2034-12,0,0.02
8f02ce8d5f,2034-12,0,0.02
8f04af97ed,2034-11,0,0.23
8f1ba548cb,2034-12,0,0.27
8f1f31993d,2034-12,0,0.04
8f24b18c45,2034-12,0,0.16
8f31cf06ed,2034-12,1,0.73
8f35d902b2,2034-12,0,0.1
8f36aeeafa,2034-11,1,0.66
8f387e6a54,2034-12,0,0.1
8f38f16487,2034-12,0,0.01
8f3b318209,2034-10,1,0.66
8f41345408,2034-12,0,0.12
8f56a8a2f6,2034-12,0,0.0
8f72a763c1,2034-12,0,0.22
8f75028263,2034-11,0,0.21
8f7ff12526,2034-12,1,0.66
8f8175652c,2034-12,1,0.39
8f852e478e,2034-12,0,0.0
8f8c1aeb98,2034-12,0,0.13
8fa2b9572b,2034-10,1,0.53
8fa79ad7c9,2034-10,0,0.16
8fad90714f,2034-12,0,0.04
8fafc9db4d,2034-12,0,0.02
8fb7b1d895,2034-12,0,0.32
8fbc46b0f2,2034-12,0,0.1
8fbe5e0b34,2034-12,0,0.19
8fbed28bf5,2034-12,0,0.2
8fe4ddcd24,2034-11,0,0.28
8fe58855ac,2034-11,1,0.8
8fe740a03b,2034-10,1,0.88
8fefa839a4,2034-10,0,0.25
8ff49861e0,2034-10,1,0.51
8ffa03278f,2034-12,0,0.06
9.04E+72,2034-12,1,0.65
9.14E+12,2034-12,0,0.26
9.58E+76,2034-12,0,0.23
901caa5221,2034-10,1,0.71
901e0ce25b,2034-11,1,0.49
9023306ed2,2034-12,0,0.07
9031e2c4cb,2034-12,0,0.03
9033229313,2034-12,0,0.02
90363b477e,2034-12,0,0.07
903667b351,2034-12,0,0.12
9039f565bc,2034-11,0,0.19
9040407a90,2034-12,1,0.56
9041924198,2034-12,0,0.33
90512f1442,2034-11,1,0.64
905467cf55,2034-12,0,0.07
905d738af1,2034-11,1,0.8
905e9ca39f,2034-12,0,0.04
905ea69de8,2034-12,0,0.23
9064919a54,2034-10,0,0.35
907a464b57,2034-10,1,0.62
9087d91605,2034-12,0,0.03
90b2ac2b69,2034-12,0,0.03
90bd8283d5,2034-12,1,0.37
90e92e280f,2034-12,0,0.17
9108ef1079,2034-10,1,0.71
910a2a9bc5,2034-12,0,0.24
9114b6cc11,2034-12,1,0.41
913696f5ff,2034-12,0,0.07
914072ae34,2034-12,0,0.01
9143ffbb6f,2034-10,1,0.81
91444730df,2034-10,0,0.06
914a6b5357,2034-12,0,0.01
915352a8f3,2034-12,0,0.05
91574a42fb,2034-12,0,0.04
9159802ac5,2034-10,0,0.34
9169b5e336,2034-12,0,0.06
916a2830ce,2034-11,0,0.25
916c0b670c,2034-12,1,0.36
9171cbabd1,2034-12,0,0.34
91895a87c7,2034-12,0,0.0
9193ad7d76,2034-12,0,0.01
91990436fa,2034-12,0,0.2
91a0068b06,2034-12,0,0.02
91ae16f64c,2034-12,0,0.0
91b88fbd49,2034-12,0,0.05
91cfb8a933,2034-12,0,0.26
91ea1cfd5d,2034-12,0,0.01
91f35d0c99,2034-12,0,0.03
91f4a06528,2034-12,0,0.02
920a74a561,2034-12,0,0.07
9219e96ad4,2034-12,0,0.02
9224dda31d,2034-12,0,0.01
92263f9181,2034-12,0,0.1
922790abc0,2034-11,0,0.09
9229dcd4b1,2034-11,0,0.23
922a8257d9,2034-12,0,0.3
922b877320,2034-12,0,0.01
922cc0b77d,2034-12,0,0.02
922d325a5f,2034-11,1,0.42
9233d5cad7,2034-10,1,0.43
923cb3d98f,2034-12,1,0.42
923d5c2b46,2034-12,1,0.35
923d872437,2034-12,0,0.08
92406645df,2034-12,0,0.03
92643c7707,2034-11,1,0.38
926b5bba2b,2034-12,1,0.48
926c910922,2034-10,1,0.38
92755e2595,2034-12,0,0.02
927fc8e50d,2034-12,0,0.02
928023e0ce,2034-12,0,0.13
928a562149,2034-12,0,0.22
928f93c0f5,2034-11,0,0.24
929782aa98,2034-12,1,0.41
929977dd36,2034-12,1,0.5
929be2a394,2034-10,0,0.25
92a09c4c4a,2034-12,1,0.37
92a0fcb914,2034-12,0,0.15
92a7e30ce7,2034-12,0,0.21
92a956086b,2034-12,0,0.01
92a98935e9,2034-12,0,0.0
92c653ad0f,2034-12,0,0.02
92c6fef83a,2034-12,0,0.0
92c7e36e52,2034-12,1,0.69
92ce45da5a,2034-10,1,0.78
92dce57b83,2034-12,0,0.26
92deff008d,2034-12,1,0.67
92e6e479a8,2034-11,0,0.22
92e816206e,2034-12,0,0.11
92ede72b91,2034-10,1,0.42
92f3568c83,2034-12,0,0.07
92f66afc9b,2034-10,1,0.71
92fcb5cd94,2034-12,0,0.06
930aa8e4a4,2034-10,1,0.59
9315c27b9e,2034-12,1,0.76
931bd14ef8,2034-12,1,0.41
9321fbee7f,2034-12,0,0.29
9326e65dfb,2034-11,0,0.13
932e23d6e8,2034-12,0,0.07
932f44f57a,2034-10,0,0.31
9335863773,2034-12,0,0.25
93385cd3d9,2034-12,1,0.43
9341f7eea7,2034-12,0,0.02
934880b415,2034-12,0,0.13
935ce2e420,2034-10,1,0.49
936b780c1a,2034-12,0,0.02
93711f0256,2034-12,0,0.01
937902ee46,2034-12,0,0.03
9383166877,2034-12,1,0.58
938b8741ed,2034-12,0,0.03
93906bea81,2034-12,0,0.06
9391efc581,2034-10,0,0.25
93a28b76cf,2034-12,0,0.18
93a4b976ff,2034-11,0,0.24
93b460d322,2034-12,1,0.35
93b615c94b,2034-12,0,0.04
93c0c49d0d,2034-12,1,0.45
93cca7d4c8,2034-12,0,0.11
93e211cddc,2034-12,1,0.56
93f4240012,2034-12,1,0.46
93f8015b61,2034-12,0,0.09
93fb60683e,2034-12,0,0.22
93fe159f42,2034-12,0,0.03
9405e58d35,2034-10,1,0.37
94093c07d1,2034-12,0,0.3
941c379714,2034-12,0,0.03
942a086eff,2034-12,0,0.02
9433d49505,2034-12,0,0.21
9441474427,2034-12,1,0.53
94460d6da6,2034-12,0,0.04
944ce2b110,2034-12,0,0.05
944d296669,2034-12,0,0.0
944d75251f,2034-10,1,0.43
944de874ee,2034-12,0,0.21
945d6c6c72,2034-12,1,0.61
9463632b27,2034-12,0,0.0
9466ab6a65,2034-11,1,0.63
947c02b563,2034-11,0,0.31
948c00f609,2034-11,0,0.33
94924969af,2034-12,1,0.73
9498fa8d12,2034-12,0,0.28
949a0dfddc,2034-12,1,0.6
949e6c22c3,2034-12,0,0.19
94a21a22b1,2034-12,0,0.1
94b325c6aa,2034-12,0,0.0
94b75d9ebd,2034-12,1,0.56
94bc972720,2034-12,0,0.08
94d0fce6f5,2034-12,0,0.0
94d1ce0a74,2034-10,0,0.04
94dd0c2c0a,2034-12,1,0.79
94e2554cb8,2034-11,0,0.15
94e5ae01cd,2034-12,0,0.01
94f2194cd9,2034-12,0,0.03
94feb6ea87,2034-12,0,0.07
9503846f58,2034-12,0,0.1
950f213fd9,2034-11,0,0.26
951767fbc4,2034-10,1,0.72
951cb083ab,2034-12,1,0.41
95344b6dc3,2034-11,0,0.06
953789d07a,2034-12,0,0.23
95568c8b76,2034-12,0,0.17
9558ffde8a,2034-12,0,0.04
9563792f94,2034-12,0,0.0
957250323a,2034-10,1,0.52
957fff1add,2034-12,0,0.24
958305cf33,2034-12,0,0.19
9586768f05,2034-12,0,0.19
958995fca2,2034-12,1,0.72
9596751556,2034-12,1,0.54
959a9322d3,2034-10,1,0.89
959b51e79c,2034-12,1,0.51
959bca800c,2034-12,0,0.26
959c13dd45,2034-12,1,0.81
959c24d356,2034-12,0,0.27
95a7b55a96,2034-11,1,0.57
95aa77d629,2034-12,0,0.19
95b1f8ad28,2034-12,0,0.01
95bea47953,2034-11,1,0.77
95c0eff55e,2034-12,0,0.0
95c5038c9f,2034-11,1,0.48
95d8da42d4,2034-12,0,0.05
95e429578a,2034-12,1,0.45
95e4ce46e7,2034-10,1,0.39
95efa5154d,2034-12,0,0.07
95f3a257f7,2034-12,0,0.06
95ff39ca5d,2034-12,0,0.13
96082a5e6a,2034-12,1,0.85
96128ba5f1,2034-12,0,0.02
9617fc7041,2034-12,0,0.08
961d29f5e2,2034-12,0,0.25
961efd242b,2034-12,0,0.1
962256407b,2034-12,0,0.05
9622e48122,2034-12,1,0.82
96269cd26c,2034-12,0,0.12
962bd7e68c,2034-12,0,0.01
962c841e9d,2034-10,1,0.43
962d0ae6b0,2034-12,1,0.76
962d80fbcc,2034-10,0,0.07
963676734f,2034-12,1,0.75
964212e5d1,2034-11,1,0.74
964cec25ea,2034-11,1,0.65
9654bea52d,2034-11,0,0.26
966c8f7a96,2034-12,0,0.09
966dd85251,2034-12,0,0.01
966ea75a39,2034-12,0,0.01
966f69f7fe,2034-12,0,0.02
9673a3e5ed,2034-11,0,0.02
9681980542,2034-12,0,0.0
9681c44f99,2034-10,1,0.44
968394ed80,2034-12,0,0.28
9684d76af5,2034-12,1,0.36
968868cf2c,2034-11,0,0.25
968db9d4f2,2034-12,1,0.51
96996cd231,2034-12,0,0.01
969feb3503,2034-10,0,0.03
96a5285b20,2034-12,1,0.78
96a6177fce,2034-12,0,0.27
96b4f6cbac,2034-12,0,0.01
96be6bf8d5,2034-12,0,0.02
96c1e1b071,2034-11,1,0.65
96c953712f,2034-12,0,0.03
96ccf83ece,2034-12,0,0.24
96dbbdfdef,2034-10,1,0.39
96ebd7f2b8,2034-10,0,0.04
96f61c5017,2034-11,1,0.52
96f642ea36,2034-12,1,0.44
96f8809018,2034-12,1,0.5
96fcd1ab60,2034-12,0,0.22
9705f37c3f,2034-12,0,0.02
970c4fc766,2034-12,0,0.2
972567d90f,2034-12,0,0.21
97271cce65,2034-12,0,0.32
97279bc501,2034-12,0,0.06
9734909ef8,2034-12,1,0.71
973733ddee,2034-11,0,0.07
97500c557b,2034-11,0,0.28
975222194,2034-12,0,0.15
97553d15b0,2034-12,1,0.64
9761a6d866,2034-12,1,0.37
97713a3e73,2034-11,0,0.27
9774807fdb,2034-12,0,0.12
977749d4e5,2034-12,0,0.01
977794295a,2034-11,0,0.24
978b38e070,2034-12,0,0.01
9792d97add,2034-12,0,0.01
979b1b7e31,2034-12,0,0.17
979e4c1da8,2034-12,0,0.34
97a27a0e09,2034-12,1,0.72
97a817e866,2034-12,1,0.49
97ab0a21e2,2034-12,1,0.49
97b061cbc1,2034-12,0,0.02
97b4ed6d7b,2034-12,0,0.0
97bbd8cda1,2034-11,1,0.71
97c039d364,2034-10,1,0.37
97c3f0b62e,2034-12,0,0.03
97d8310123,2034-12,0,0.14
97e2fe029a,2034-12,0,0.2
97ec03939d,2034-10,0,0.21
97f64b1a7c,2034-12,0,0.21
97fa7a0b88,2034-12,1,0.45
97fd626719,2034-12,1,0.53
97fd749e98,2034-12,1,0.36
98080041de,2034-12,0,0.33
980b36e33c,2034-12,0,0.03
980b9f71af,2034-12,0,0.27
980f0b912b,2034-12,0,0.0
980f7d2828,2034-12,0,0.11
981570dcfc,2034-12,0,0.03
981c23e168,2034-12,1,0.46
981eed5ade,2034-12,1,0.39
9825dc6bd3,2034-12,1,0.51
982ade8628,2034-11,1,0.7
9836264796,2034-12,0,0.3
983bd64830,2034-12,0,0.0
983cd9b842,2034-12,0,0.06
983f061920,2034-12,0,0.11
984022e977,2034-12,0,0.02
9843e52410,2034-12,0,0.0
984895351f,2034-12,0,0.27
984e72aeb5,2034-11,1,0.76
9850ada930,2034-12,0,0.01
9875789ec1,2034-12,0,0.0
987aee6f06,2034-11,0,0.11
987b8c2bee,2034-12,0,0.02
987e161712,2034-12,0,0.01
988d32eb83,2034-11,1,0.39
98a4bb6059,2034-12,0,0.0
98a4d79a9e,2034-11,1,0.65
98a5b35f97,2034-12,0,0.01
98a5c29f10,2034-12,1,0.52
98b34c4529,2034-12,0,0.12
98bf5fc3d7,2034-12,0,0.23
98d19095dc,2034-12,0,0.02
98dc22e8c8,2034-12,1,0.56
98f03ddf4f,2034-12,0,0.02
98f10e349d,2034-12,0,0.0
98f900df3a,2034-12,0,0.0
9900708a4b,2034-11,1,0.56
990a2b6a85,2034-11,1,0.45
9917aae77e,2034-12,0,0.04
9922c49217,2034-12,1,0.52
9924337eed,2034-12,0,0.02
992e97f9c1,2034-12,0,0.0
993010c07b,2034-12,1,0.51
9942dd71bb,2034-12,1,0.52
9944838ac4,2034-12,0,0.01
9947bb51a8,2034-12,0,0.01
995140fea2,2034-12,0,0.24
99519db81a,2034-11,1,0.77
99546e26cc,2034-11,1,0.4
99550c707d,2034-11,1,0.4
9956c42bf9,2034-11,1,0.43
9960317f9f,2034-12,0,0.02
99617ceca9,2034-12,0,0.25
9964053d6e,2034-12,0,0.16
9970a8dea0,2034-12,0,0.0
997e03b5fc,2034-11,0,0.12
9983ed75b1,2034-12,0,0.02
99868bada4,2034-12,1,0.43
99879d2736,2034-12,0,0.02
998adccadd,2034-11,0,0.01
99903af040,2034-12,0,0.01
9996d9011f,2034-12,0,0.0
99971e91c7,2034-12,0,0.02
99b3a7e6ea,2034-12,1,0.5
99cd7cf61e,2034-12,0,0.01
99d8111fab,2034-12,1,0.59
99fd90aae8,2034-12,1,0.66
9a0b3ad92b,2034-10,0,0.1
9a11394a95,2034-12,1,0.5
9a1a133767,2034-11,0,0.34
9a1ffe1d9a,2034-12,0,0.03
9a319e397a,2034-12,0,0.11
9a40292c64,2034-12,0,0.03
9a4f234e22,2034-11,1,0.92
9a5268eec8,2034-12,1,0.48
9a555ce374,2034-12,0,0.15
9a571cb0cd,2034-12,0,0.01
9a57a35116,2034-12,0,0.0
9a64ba88d7,2034-12,0,0.21
9a6602651b,2034-12,0,0.03
9a6ff0aafe,2034-12,1,0.61
9a724608b5,2034-12,0,0.0
9a7283577d,2034-12,0,0.22
9a7fba4c61,2034-12,0,0.09
9a8329baca,2034-11,0,0.26
9a86c2b7e8,2034-11,0,0.26
9a950d8600,2034-12,0,0.0
9a98c6e069,2034-12,0,0.03
9aa44612a1,2034-10,0,0.14
9aaea1bb7c,2034-11,0,0.19
9aaf12505c,2034-11,0,0.15
9ab6834c2b,2034-10,1,0.44
9ab9367a4d,2034-11,0,0.27
9ac251e2cb,2034-11,1,0.68
9ac6a41867,2034-12,1,0.39
9ac6db1b8c,2034-11,0,0.2
9acf1d1e01,2034-12,1,0.56
9ad4e76aec,2034-12,1,0.49
9ad5b745a8,2034-12,0,0.1
9adf2dc906,2034-12,1,0.49
9af9af4443,2034-12,0,0.03
9afefb1744,2034-11,1,0.86
9b00bb888e,2034-11,0,0.2
9b14060795,2034-12,0,0.01
