merchant,category
85cf2dbf3e,Low Volume
85d7ee0366,Average
85d854dba6,Average
85d883a2c6,Average
85d9410c18,Average
85d97cc637,Average
85e25e9e2f,Average
85eaa227ff,Average
85eef89653,Very Low Volume
85f1b41ec6,Average
86094718fd,Low Volume
8618783a8c,Single Tx
861afe10f1,Single Tx
8620287edb,High Vol: High Tx Amount + Low Freq
862a2093d6,Single Tx
862f7cc47f,Single Tx
863066f489,Average
86309b0132,Single Tx
8631ef73ec,Low Volume
86339c4ba2,Very Low Volume
8637529709,Average
863848e86b,Average
8638d65660,Average
863d5ad761,Low Volume
86424f1e67,Average
86427e159f,Average
86459f438f,Single Tx
8648f3b84f,Average
864fca1b2c,High Vol: Low Tx Amount + High Freq
8652246026,Single Tx
8657d9dd29,High Vol: High Tx Amount + Low Freq
8659fbf5a4,Average
865c02a2df,High Vol: High Tx Amount + Low Freq
8661589c1f,Very Low Volume
866ae495b3,Average
8687bfa57c,Single Tx
8687f6c58e,Average
8688ea97fc,Very Low Volume
868c1dc6f2,High Vol: High Tx Amount + Low Freq
868d271b25,Average
868de9d8a3,Average
8692a96f22,Very Low Volume
8692e72d6b,Very Low Volume
86986a0f3b,High Vol: Low Tx Amount + High Freq
869b09d247,Average
869b69a4e1,Low Volume
86a290d41e,Average
86a36d979a,Average
86a91b64be,Low Volume
86b0a7dcd5,Average
86b121b5e8,Low Volume
86b4986e58,Average
86b949b240,Low Volume
86b96346f5,Average
86c2bf7843,Average
86c7a10264,Average
86cdac1be6,Average
86e3a75935,Average
86e4dc6524,Average
86e5339875,Average
86e6f60cf0,Average
86ec67e33f,Single Tx
86ed9cdde1,Single Tx
86f216bd1a,Single Tx
86f8408d71,Average
86f8e7439e,Average
86fea438f1,Low Volume
8703d17f44,Single Tx
8708f8abab,Average
870e5c5a7d,Single Tx
87102c8ccb,Low Volume
871d3e8148,Average
87324795c6,Average
8733512a64,Low Volume
8736c54a26,Low Volume
873c8209fe,Average
873dc2125f,Average
8746d0112f,Average
87500572c0,Single Tx
8753ce2f62,Average
87540b3733,Average
875f70da2c,Average
87670c4888,Average
876d38e3e4,Average
87737e8521,Low Volume
8775069576,Very Low Volume
8777535971,Average
877b11af5b,Average
877f8947ea,Low Volume
878047f4b9,Very High Volume
87828bdcfb,Single Tx
87838d3117,Average
878a5e290c,Single Tx
878f9019c5,Low Volume
8792823579,Very Low Volume
87931685ca,Very Low Volume
8794cd7153,Average
879d64bf65,Average
879e62557c,Average
879e646c5e,Single Tx
87a2963fc0,Low Volume
87b21cd5a4,Average
87b321a62d,Average
87b6b95e1c,Average
87b820e6ab,Average
87b8a044ef,Average
87c1dce652,Average
87c426df45,Single Tx
87c49ec26e,Average
87c7019dd8,Average
87d8fcfda4,Average
87d911cbaa,Average
87df3f5e99,Low Volume
87e3a2587a,Average
87e9ad6c21,High Vol: Low Tx Amount + High Freq
87ec57a484,Average
87f416fedc,Average
87f5b80fab,Average
87f64e0419,Single Tx
87f994ea75,Average
8808bc5c3a,Very Low Volume
880c3a480a,Single Tx
8811afddbb,Average
88171696bb,Single Tx
881cfd1c85,Low Volume
881d8e9b27,Average
8823bf70d8,Average
88240f81a3,Average
882963e7e7,Average
882e21cee1,Average
884426b577,Average
88482b7622,Average
8848bb5538,Average
884d72860f,Average
88553c045c,Very Low Volume
8861928d91,Average
8862a708d6,Low Volume
88679c0408,Average
886bc8e2c0,Average
886c731549,Single Tx
8874e40162,Average
8877f3008e,Average
8879f7d322,Average
887a960964,Average
887f172097,Average
8885123dd2,Average
8889a84af6,Average
88932e1e21,Very Low Volume
889b7ea950,Very Low Volume
88a8be0a7d,Single Tx
88ac8cc274,Average
88b285ea07,Single Tx
88b3c61160,High Vol: Low Tx Amount + High Freq
88bf4dc4e3,Average
88c383941d,Average
88c419803b,High Vol: High Tx Amount + Low Freq
88c562018f,Average
88cbeb3962,Average
88ccc7eb22,High Vol: High Tx Amount + Low Freq
88d20ba013,Average
88d891c708,Low Volume
88db71d482,Low Volume
88dc802faf,Single Tx
88e4d60f77,Low Volume
88e70254d9,Average
88e9a6580a,Average
88edd4bc85,Single Tx
88ee44b9f1,Low Volume
88f1763845,Low Volume
88f1b99ea6,Average
88fd58fbec,Average
88fe07c303,Average
8901e9368c,Average
8905c0d588,High Vol: Low Tx Amount + High Freq
890856d9d5,Average
8908c6198c,Single Tx
890e85fdf3,Average
890e940630,Low Volume
8912e77b13,Low Volume
89137fd7a5,Average
891cc48e16,Very Low Volume
891e04cc8f,Average
891e40e80d,High Vol: Low Tx Amount + High Freq
892106d44a,Single Tx
8926c856ba,Very Low Volume
8928f7d46a,Low Volume
893c561393,Average
893db2d923,Average
8942835d22,Single Tx
89604096ee,Low Volume
89674525d6,Single Tx
896a2c1ce1,Very Low Volume
896a635dc9,Average
896bd4a326,Very Low Volume
8971843a15,Average
89737fddde,Average
8976fbc7f3,Single Tx
89774fd786,Low Volume
8978dd159d,Low Volume
897ad7112f,Average
898a6c8839,Low Volume
898bf13916,Average
8990ed7b69,High Vol: High Tx Amount + Low Freq
89934ff547,Average
8993b3f506,Average
899cfd28d1,Low Volume
899e2fec96,Average
899f0fd243,Average
89a33e1e7b,Average
89a92c88f1,Single Tx
89a9410d39,Single Tx
89ab0e1d7b,Low Volume
89aca169f1,Average
89b1921fd3,Low Volume
89b3f3e998,Average
89b65a73f7,Average
89b7b3ecdf,Average
89b9993f0c,Low Volume
89bac4c2cb,Average
89ced9e76f,Average
89cfe80232,Very Low Volume
89d62acb73,Single Tx
89d92b095d,Average
89e2d29885,Very High Volume
89eb7cd167,Average
89ee115fb8,Single Tx
89ee4ae1e0,Low Volume
89f5243f85,Average
89f5ee4c90,Average
8a050890da,Low Volume
8a11c0622f,Average
8a124041a8,Average
8a16eb2d1e,Average
8a181b1e03,Average
8a1cd4ecb1,Average
8a1eef2221,Single Tx
8a22c5eca0,Low Volume
8a2815e5d7,Average
8a2e8b2c6d,Average
8a36f8c5a0,Single Tx
8a395f4a5b,Low Volume
8a3b937ddf,Very Low Volume
8a3ec9c614,Average
8a45479c4c,Average
8a4731cde7,High Vol: Low Tx Amount + High Freq
8a57a7700a,Average
8a5e616680,Average
8a61d12340,Low Volume
8a64945a63,Average
8a680659fb,Average
8a719a7bd3,Average
8a7a321a9f,Average
8a81e3a7a7,Average
8a831868a1,Average
8a860e94a9,Average
8a863aa656,Very Low Volume
8a896e2f07,Average
8a8abaaa88,Single Tx
8a936f56c0,Low Volume
8a9ac36f64,Average
8aa7d71120,Average
8ab42cb310,Average
8ab4a01fc5,Low Volume
8ab78b925e,Single Tx
8ac359c2be,Average
8ac7ddf23a,Average
8ac814178a,Average
8ad1fd7c29,Average
8adb84cde7,Average
8ae03a5084,Average
8ae6de4e28,Single Tx
8aee3f5cc4,Average
8af2bf07e8,Average
8af2d4bb63,Single Tx
8afa38aa10,Average
8aff3bc4fa,Average
8affac2f44,Average
8affd2ac78,Very Low Volume
8b00a3d856,Average
8b0b1d0663,Average
8b15da3ecd,Average
8b2291a23e,Low Volume
8b248e2cb2,Average
8b4075a3dc,Single Tx
8b47a67404,Average
8b481200fd,Average
8b4b196fa5,Very Low Volume
8b6030e81f,Average
8b61acb03d,Average
8b65d03580,Average
8b6945712b,Very Low Volume
8b70677f53,Average
8b76755051,Average
8b768925c4,Very Low Volume
8b77a82853,Average
8b7c3b29c6,Average
8b7d28a4c1,Low Volume
8b7dd39576,Single Tx
8b7f4a038a,Single Tx
8b8d13b08d,Average
8b91c493d9,Average
8b986774a0,Average
8b9a29cf27,Average
8b9d214507,Very Low Volume
8b9ee2917a,Very Low Volume
8baa92f735,Average
8bad765ba0,High Vol: High Tx Amount + Low Freq
8bb15df846,Average
8bb9513c2a,Average
8bbd1300c7,Average
8bc2f623a9,Single Tx
8bc9b559d5,Single Tx
8bcb08e104,Single Tx
8be2c71da4,High Vol: High Tx Amount + Low Freq
8be336b5b8,Average
8be741182c,Average
8be7b494a0,Average
8be82b0d94,Average
8beffbc1c9,Single Tx
8bf03b8734,Average
8bf34b5c86,Very Low Volume
8bf377de60,Average
8bf5e265f3,Average
8bfe9d12a8,Average
8c04186b8d,Low Volume
8c0df935c2,Average
8c1194b4c3,Average
8c13b66d50,Average
8c162196a2,Average
8c182909bd,Average
8c1aba2049,Single Tx
8c1c5c42c2,Low Volume
8c1e45edea,Average
8c221020fe,Average
8c24736fc0,Very Low Volume
8c32bb1b3c,Very Low Volume
8c38bba93f,High Vol: High Tx Amount + Low Freq
8c39062d93,Low Volume
8c3e649419,Average
8c52bcd621,Low Volume
8c5df11e79,Very Low Volume
8c5edb2c39,Low Volume
8c5fbd51c6,Average
8c6754dda9,Average
8c6b119cb3,Single Tx
8c6dab1149,Single Tx
8c70ac70ce,Very High Volume
8c732c214c,Low Volume
8c7e0a904c,Average
8c7fd43542,High Vol: High Tx Amount + Low Freq
8c875cb79c,Average
8c8dcbf839,High Vol: High Tx Amount + Low Freq
8c9db863e9,Single Tx
8c9e80291d,Average
8ca23d4d9e,High Vol: Low Tx Amount + High Freq
8ca96844dd,Average
8cab1c5f20,Average
8cacbee139,Average
8cb4471263,Low Volume
8cbc142b21,Low Volume
8cbff9b7d5,Average
8cc15814ff,Average
8cc4232105,Average
8cc6c6fcf8,Low Volume
8cd60997f5,Average
8cda300531,Average
8ce13fda0c,Low Volume
8ce1638e64,Low Volume
8ce2109abf,Single Tx
8ce40a212a,Low Volume
8ce455b252,Very Low Volume
8ce4a61bbb,Average
8ce73d7c85,Average
8cece99935,High Vol: High Tx Amount + Low Freq
8ceda3f297,Low Volume
8cef14dd6a,Average
8cf1efac18,Very Low Volume
8cf5869294,Very Low Volume
8cf7d951a5,Average
8d04f6463b,Average
8d0964e3fa,Low Volume
8d0a36d32d,Low Volume
8d0b739e7a,Average
8d16d9bee7,Average
8d184700c4,Average
8d1f46c326,Single Tx
8d20721d59,Very High Volume
8d22043322,Average
8d26adcc8b,Average
8d2c3a97ad,Average
8d30b3390d,Average
8d3119bffa,Average
8d38183202,Average
8d3a279b25,Single Tx
8d3b3dbb2e,Average
8d3d66a648,Average
8d3ddcaa30,High Vol: High Tx Amount + Low Freq
8d46643c06,Very Low Volume
8d561c94d9,Average
8d5e20de34,Average
8d5e64234a,Average
8d6d32590c,Low Volume
8d6e36b166,Average
8d6e9b7933,Average
8d70ee0cc7,Low Volume
8d78b5a0ef,Low Volume
8d795bb09b,Average
8d92789119,Average
8d9f148cda,Average
8da2bce2c0,Average
8dab3f60de,High Vol: High Tx Amount + Low Freq
8daba8aba9,Average
8db035fd66,Average
8db2f3b8fa,Average
8dbc75776f,Average
8dc893794a,Average
8dce1ef870,Average
8dce239d00,Very High Volume
8dd252df90,Average
8dd319cdb6,Average
8dd329ad50,Average
8dd6776fc5,Average
8dd6f50618,Single Tx
8ddaf82b3d,Very High Volume
8dde9f1730,Low Volume
8de0dcf425,Average
8de83278e1,Average
8deae20986,Average
8dec048e34,Low Volume
8def055c22,Very High Volume
8df6f7a994,Low Volume
8df75f292a,Average
8df8d7f8fc,Average
8dfaffc1bd,Average
8e0711bb92,Average
8e092c7b09,Low Volume
8e0eae9bcc,Average
8e0f0b8092,Average
8e105014a5,Average
8e1707cbe5,Single Tx
8e1dbe0d6e,Single Tx
8e24660d86,Average
8e264f637a,Very Low Volume
8e26b298eb,Low Volume
8e358101c5,Average
8e3fda6ca4,Average
8e4426055e,Very Low Volume
8e44a71ee5,Average
8e56f138f3,Average
8e570cdc24,High Vol: Low Tx Amount + High Freq
8e59cbcafc,Average
8e5b144ebf,Low Volume
8e5db97ade,Average
8e61bcd418,Average
8e64718962,Average
8e693073c3,Average
8e6b55ce80,Low Volume
8e70715ed3,Average
8e70968207,Average
8e70ae5df7,Low Volume
8e735faca0,Average
8e73730500,Low Volume
8e7398fe86,High Vol: High Tx Amount + Low Freq
8e78c1f7f5,High Vol: Low Tx Amount + High Freq
8e7980e7b5,Low Volume
8e7995484e,Average
8e7cdf0d21,Average
8e7d96c162,Single Tx
8e82550afc,Average
8e833f2b14,High Vol: High Tx Amount + Low Freq
8e878323da,Low Volume
8e87d36ffd,Average
8e8aff65e5,Average
8e95db271a,Single Tx
8e98fa9a4c,Low Volume
8ea29398f2,Average
8ea655efd7,High Vol: High Tx Amount + Low Freq
8ea69d66cc,Average
8eada3aaeb,Average
8eadd32a76,Low Volume
8eaea8fff4,Average
8eafb03f13,Average
8eb11da50f,High Vol: Low Tx Amount + High Freq
8eb366bf61,Low Volume
8eb65a34c0,Low Volume
8ec6837595,Average
8ec73ce37d,Average
8ecb5a97e1,Single Tx
8ece284a26,Low Volume
8ece8df6bc,High Vol: Low Tx Amount + High Freq
8ee07b73be,Average
8ee3c7963a,Average
8ee6298a62,Low Volume
8eede93849,Single Tx
8eee3115f3,Average
8efd00d342,Very Low Volume
8f00e621a8,Average
8f02ce8d5f,Average
8f045fef34,Low Volume
8f04af97ed,Low Volume
8f064077db,Average
8f1802aae5,Very Low Volume
8f1ba548cb,Low Volume
8f1f31993d,Average
8f2154d33d,Average
8f21db496a,Average
8f24b18c45,Average
8f27b9e774,Low Volume
8f31cf06ed,Very Low Volume
8f331ae5ba,Single Tx
8f33301206,Single Tx
8f35d902b2,Average
8f36aeeafa,Very Low Volume
8f387e6a54,Average
8f38f16487,Average
8f3b318209,Average
8f4020de8a,Average
8f41345408,Average
8f418582c1,Average
8f46815116,Single Tx
8f4b9ac672,Average
8f56a8a2f6,Average
8f71439c84,Average
8f72a763c1,Low Volume
8f75028263,Low Volume
8f7ff12526,Low Volume
8f8175652c,Average
8f852e478e,High Vol: Low Tx Amount + High Freq
8f8935bcc6,Average
8f8962ee5e,Average
8f8c1aeb98,Average
8fa2b9572b,Average
8fa79ad7c9,Very Low Volume
8fad90714f,Average
8fafc9db4d,Average
8fb063041f,Average
8fb5192e64,Single Tx
8fb7b1d895,Very Low Volume
8fbc46b0f2,Low Volume
8fbe5e0b34,Average
8fbed28bf5,Average
8fc815e271,Very Low Volume
8fd59acff6,Average
8fdeb0d49b,Single Tx
8fdf82ce91,Average
8fe3d44f04,Average
8fe4ddcd24,Average
8fe58855ac,Low Volume
8fe740a03b,Very Low Volume
8fefa839a4,Low Volume
8ff237bebf,Average
8ff49861e0,Very Low Volume
8ff7382f30,Single Tx
8ffa03278f,Average
8fffd06d8d,Average
9.04E+72,Single Tx
9.11E+70,Low Volume
9.14E+12,Average
9.56E+16,Average
9.58E+76,Low Volume
9003f1b48b,Low Volume
900e274cff,Low Volume
90104ac20c,Average
9017e5e44d,Average
901caa5221,Single Tx
901e0ce25b,Average
9021519dba,Average
9023306ed2,Average
90239abaac,Single Tx
90303aee56,Single Tx
9031e2c4cb,Average
9033229313,Average
90362bf2cd,Average
90363b477e,Low Volume
903667b351,Average
9039f565bc,Average
903ed3a8b5,Average
9040407a90,Very Low Volume
9041924198,Low Volume
90485521f9,Low Volume
90512f1442,Average
905467cf55,Average
905d57ad92,Single Tx
905d738af1,Low Volume
905e9ca39f,Average
905ea69de8,Average
9064919a54,Very Low Volume
906a20ffd7,Average
906acaeabc,Single Tx
906dde5c8c,Average
90744e10ca,Average
9078cbd4c2,Average
9078f56194,Low Volume
907a464b57,Single Tx
907e34dfba,Low Volume
9087d91605,Average
908eadfb50,Single Tx
90a88e2c64,Average
90b2ac2b69,Average
90b40a310f,Average
90b9a23231,Average
90bd8283d5,Low Volume
90c21ce7d2,Very Low Volume
90d15cf959,Average
90d1aa03a2,Single Tx
90d1c59ef5,Average
90e92e280f,High Vol: High Tx Amount + Low Freq
90f1bd9ea7,Average
90f3ab006a,Low Volume
90fe796670,Average
9108903888,Average
9108ef1079,Low Volume
910a2a9bc5,Average
910fe0ca48,Average
9110e4d2b3,Very Low Volume
91146ee536,Low Volume
9114b6cc11,Very Low Volume
912944eeaf,Average
912b1c00d0,Low Volume
912b3507ff,Single Tx
913696f5ff,High Vol: Low Tx Amount + High Freq
913ee96e6a,Single Tx
914072ae34,Average
9140be22f6,Average
9143deb982,Average
9143ffbb6f,Very Low Volume
91444730df,Average
914a6b5357,Average
915352a8f3,Average
91574a42fb,High Vol: High Tx Amount + Low Freq
9159802ac5,Very Low Volume
915cc3e5c5,Average
9162c065c3,Single Tx
9169b5e336,Average
916a2830ce,Average
916c0b670c,Average
9171cbabd1,Very Low Volume
917dee1b9d,Single Tx
91895a87c7,High Vol: Low Tx Amount + High Freq
918d490267,Average
9191df59c6,Single Tx
9193ad7d76,Average
91990436fa,Low Volume
91991c2db3,Average
91a0068b06,Average
91ae16f64c,High Vol: Low Tx Amount + High Freq
91b3c268c7,Single Tx
91b3dcecf1,Low Volume
91b792ef2d,Average
91b88fbd49,Average
91c31be317,Very Low Volume
91cfb8a933,Very Low Volume
91dbec3c57,Very Low Volume
91df9b111d,Low Volume
91ea1cfd5d,Average
91f1c84c08,Single Tx
91f35d0c99,High Vol: Low Tx Amount + High Freq
91f4a06528,Average
92028c6e1f,Single Tx
920a74a561,Average
9212a6d430,Very Low Volume
921782ffc8,Average
9219e96ad4,Average
9224dda31d,Average
92263f9181,Average
922790abc0,Low Volume
922866b191,Average
9228f9ddb3,Single Tx
9229dcd4b1,Average
922a8257d9,Average
922b877320,Average
922cc0b77d,Average
922d325a5f,Average
9233d5cad7,Average
9234f3b635,Single Tx
9235d96c74,Average
923cb3d98f,Average
923d5c2b46,High Vol: High Tx Amount + Low Freq
923d872437,Average
92406645df,High Vol: Low Tx Amount + High Freq
924174b0b2,Average
925a4cdfb7,Average
925ed6aeaa,Low Volume
925ef30c31,Average
92643c7707,Average
926b5bba2b,Single Tx
926b954d11,Single Tx
926c910922,Average
92755e2595,Average
927c1a3403,Low Volume
927e4ec44e,Average
927fc8e50d,Average
928023e0ce,Average
92853e1f72,Single Tx
9288d68ad7,Average
928a562149,Very Low Volume
928da0204c,Single Tx
928f93c0f5,Low Volume
929782aa98,Average
929977dd36,Low Volume
929b3d2283,Average
929be2a394,High Vol: High Tx Amount + Low Freq
929ec2a3cd,Very Low Volume
92a09c4c4a,Average
92a0fcb914,Average
92a2010caa,Single Tx
92a7e30ce7,Average
92a956086b,Average
92a98935e9,High Vol: Low Tx Amount + High Freq
92aa6b073f,Average
92c653ad0f,Average
92c6fef83a,Average
92c7e36e52,Average
92ce45da5a,Very Low Volume
92d3a7e378,Single Tx
92dce57b83,Average
92deff008d,Very Low Volume
92e6e479a8,Average
92e816206e,High Vol: High Tx Amount + Low Freq
92e8f9513e,Average
92ede72b91,Low Volume
92ef21a275,High Vol: Low Tx Amount + High Freq
92f3568c83,High Vol: High Tx Amount + Low Freq
92f66afc9b,Low Volume
92fcb5cd94,Average
930177f501,Single Tx
93053dfdf0,Average
9306b521e7,Low Volume
930aa8e4a4,Single Tx
930cc6028e,Average
9315c27b9e,Average
9317f110f3,Single Tx
93191b1512,Single Tx
931b7fce18,Low Volume
931bd14ef8,Average
931ef07be2,Average
931f891fad,Single Tx
9321fbee7f,Average
9326e65dfb,High Vol: High Tx Amount + Low Freq
932e23d6e8,Average
932f44f57a,Average
9330c05a89,High Vol: High Tx Amount + Low Freq
9332548e6b,Average
9335863773,Low Volume
93385cd3d9,Average
933b81713f,Single Tx
933d525c0a,Average
9341f7eea7,Very High Volume
934880b415,Average
935ce2e420,Average
9368017d9b,Average
936b780c1a,Average
93711f0256,Very High Volume
937593925d,Low Volume
9377e0508c,Average
937902ee46,Average
9383166877,Low Volume
93833498b1,High Vol: High Tx Amount + Low Freq
938a12b8e1,Single Tx
938b8741ed,Average
938e6fb8a1,Average
93906bea81,Average
9391efc581,Average
939abf8efd,Single Tx
93a28b76cf,Average
93a4b976ff,Low Volume
93b460d322,Average
93b615c94b,Average
93c0c49d0d,Average
93c247a1fc,Average
93c2b68816,Single Tx
93cca7d4c8,Average
93e00c1cca,Single Tx
93e211cddc,High Vol: High Tx Amount + Low Freq
93f2ea2869,Average
93f4240012,Average
93f8015b61,Average
93fa29fd13,Single Tx
93fb60683e,Low Volume
93fe159f42,Average
9402b984ca,Average
9405e58d35,Low Volume
94093c07d1,Low Volume
940ee80701,Single Tx
941b2b7291,Low Volume
941c379714,Average
94252baa3d,Average
942a086eff,Average
942f126563,Average
942ff549ff,Single Tx
9433d49505,Average
9433e5ba81,Low Volume
9441474427,Average
94460d6da6,Average
944a31ca53,Single Tx
944ce2b110,Average
944d296669,High Vol: Low Tx Amount + High Freq
944d75251f,Low Volume
944de874ee,Low Volume
9451c28db7,Average
94532d022d,Very Low Volume
9453ef9d15,Low Volume
9454da524a,Average
945d6c6c72,Low Volume
945edaa6ca,Single Tx
9463632b27,High Vol: Low Tx Amount + High Freq
9466ab6a65,Very Low Volume
9467cfc7ba,Average
947029524f,Single Tx
9471bae4f7,Average
947c02b563,Low Volume
948805e776,Average
948c00f609,Average
948d106b52,Single Tx
94924969af,Average
9498fa8d12,Average
949a0dfddc,Average
949e6c22c3,Low Volume
94a21a22b1,Very Low Volume
94a4b4080f,Single Tx
94b325c6aa,Average
94b75d9ebd,High Vol: High Tx Amount + Low Freq
94bc972720,Average
94c1af5d0f,Average
94c5fe09b0,Single Tx
94d0fce6f5,High Vol: Low Tx Amount + High Freq
94d1ce0a74,Average
94d2133957,Average
94dd0c2c0a,Very Low Volume
94e2554cb8,High Vol: High Tx Amount + Low Freq
94e5ae01cd,Average
94f2194cd9,Average
94f21b800e,Low Volume
94f544e221,Average
94fa0f0389,Average
94faeb8fe5,Average
94feb6ea87,Low Volume
9503846f58,Very High Volume
9506efbbbd,Single Tx
950b06afeb,Single Tx
950f213fd9,Average
951767fbc4,Average
951cb083ab,High Vol: Low Tx Amount + High Freq
9523f8b3a7,Average
952ef85889,Very Low Volume
952f678a1f,Low Volume
95344b6dc3,Average
95360db167,Average
953789d07a,Average
95453a16aa,Average
955233a71b,Average
9555a543dc,Single Tx
95568c8b76,Average
95584ea14a,Low Volume
9558ffde8a,Average
95591cd260,Low Volume
9563792f94,Average
956a61c76b,Low Volume
956ef9a911,Single Tx
957250323a,Average
95748c4522,Average
957fff1add,Average
958305cf33,Low Volume
9586768f05,Low Volume
958699d36c,Average
9588a0a530,Single Tx
958995fca2,Very Low Volume
9593c6ea3a,Very Low Volume
9596751556,Average
9596f565d5,Average
9598b87eac,Average
959989039f,Low Volume
959a9322d3,Average
959b51e79c,Low Volume
959bca800c,Very Low Volume
959c13dd45,Low Volume
959c24d356,Low Volume
95a7b55a96,Average
95aa77d629,Average
95adfbb3f6,Average
95b1f8ad28,Average
95b7d7dfc0,Average
95bea47953,Very Low Volume
95c0eff55e,Average
95c5038c9f,Very Low Volume
95d8da42d4,High Vol: High Tx Amount + Low Freq
95e429578a,Average
95e4ce46e7,Low Volume
95efa5154d,High Vol: Low Tx Amount + High Freq
95f3a257f7,High Vol: High Tx Amount + Low Freq
95f80b5de3,Average
95ff39ca5d,High Vol: High Tx Amount + Low Freq
96082a5e6a,Low Volume
960c19c68f,Average
96128ba5f1,Average
9617fc7041,Low Volume
961d29f5e2,Average
961efd242b,Average
962256407b,Average
9622e48122,Single Tx
96269cd26c,Average
962bd7e68c,Average
962c841e9d,Average
962d0ae6b0,High Vol: High Tx Amount + Low Freq
962d80fbcc,Average
962f64675c,Very Low Volume
963676734f,Single Tx
964212e5d1,Low Volume
964ae7bb47,Very Low Volume
964cec25ea,Low Volume
9653fb2aa0,Average
9654062010,Average
9654bea52d,Average
965e0ea27c,Low Volume
9665a17fe4,Average
9665ad8176,Average
96661eaf24,Single Tx
9667d11f0b,Low Volume
966c8f7a96,Average
966dd85251,Average
966e207546,Low Volume
966e9e68aa,Very Low Volume
966ea75a39,Average
966f69f7fe,Average
9673a3e5ed,Average
967439410e,Very Low Volume
96764b7a17,Average
9681980542,High Vol: Low Tx Amount + High Freq
9681c44f99,Low Volume
968394ed80,Average
9684d76af5,High Vol: High Tx Amount + Low Freq
9685743601,Average
96865d33bf,Average
9686c94627,Average
968868cf2c,Average
968d70bbb0,Single Tx
968db9d4f2,Low Volume
969057d6ed,Average
96996cd231,Average
969c5851fa,High Vol: High Tx Amount + Low Freq
969feb3503,Average
96a0c30223,Average
96a5285b20,Very Low Volume
96a6177fce,Average
96a63a1f28,Average
96ac9fe1cc,Single Tx
96b23e064f,Single Tx
96b4f6cbac,Average
96bca691eb,Average
96be6bf8d5,Average
96c1e1b071,Low Volume
96c2c7518a,Average
96c953712f,High Vol: High Tx Amount + Low Freq
96ccf83ece,Average
96dbbdfdef,Very Low Volume
96ebd7f2b8,Low Volume
96f61c5017,Low Volume
96f642ea36,Low Volume
96f8086b7f,Average
96f8809018,Single Tx
96fcd1ab60,Average
96fd8c051c,Average
97000c5a3d,Average
9705f37c3f,Average
970c4fc766,Average
97179c8261,Average
971b102d1f,Average
971e263dd2,Average
972567d90f,Average
97271cce65,Average
97275c48bc,Average
97279bc501,Average
973318275a,Single Tx
9734909ef8,Low Volume
973733ddee,Low Volume
97382a4826,Average
973c966a87,Single Tx
97500c557b,High Vol: High Tx Amount + Low Freq
975222194,Average
97553d15b0,Low Volume
9761a6d866,Low Volume
97713a3e73,High Vol: High Tx Amount + Low Freq
9774807fdb,Average
977749d4e5,Average
977794295a,Low Volume
97815bbc71,Average
978b38e070,High Vol: Low Tx Amount + High Freq
9792d97add,High Vol: Low Tx Amount + High Freq
979b1b7e31,High Vol: High Tx Amount + Low Freq
979e4c1da8,Average
97a27a0e09,Very Low Volume
97a80eec9d,Average
97a817e866,Single Tx
97ab0a21e2,Average
97b061cbc1,Average
97b4ed6d7b,High Vol: Low Tx Amount + High Freq
97bbd8cda1,Single Tx
97bfa5ac5e,Average
97c039d364,Average
97c18b0cbb,Single Tx
97c18eebf0,Average
97c3f0b62e,Low Volume
97c50875fa,Average
97c8a25a20,Average
97c96358a1,Average
97cd3e0f7d,Average
97d1efb663,Average
97d8310123,Average
97d9e208ea,Low Volume
97db4dc818,Average
97ddb00ef7,Average
97e2fe029a,Low Volume
97e5e49be5,High Vol: High Tx Amount + Low Freq
97ec03939d,Very Low Volume
97ec9a169a,Low Volume
97efdec958,Single Tx
97f09611da,Average
97f17629b3,Single Tx
97f39d3cfe,Average
97f64b1a7c,Average
97fa7a0b88,Average
97fd626719,Very Low Volume
97fd749e98,Low Volume
98080041de,Low Volume
980b36e33c,Average
980b9f71af,Average
980f0b912b,Average
980f7d2828,Average
98106314ad,Average
98114a8508,Low Volume
981570dcfc,Very Low Volume
981637c013,Average
981c23e168,Average
981eed5ade,Average
9823b74cc3,Average
9825dc6bd3,Very Low Volume
982ade8628,Average
9836264796,High Vol: High Tx Amount + Low Freq
983bd64830,Average
983c8822fe,Low Volume
983cd9b842,High Vol: High Tx Amount + Low Freq
983f061920,Average
984022e977,Low Volume
9841a7cf2c,Average
9843e52410,Very High Volume
9847b12953,Single Tx
984895351f,Average
984c185140,Average
984d396f35,Low Volume
984e72aeb5,Low Volume
984fa1ba2f,Average
9850ada930,Average
985bf67891,Single Tx
985d1ac7e7,Very Low Volume
985d9aef82,Average
9865dca5a3,Single Tx
9868302e5b,Very Low Volume
9875789ec1,Average
987aee6f06,High Vol: High Tx Amount + Low Freq
987b8c2bee,High Vol: Low Tx Amount + High Freq
987e161712,High Vol: High Tx Amount + Low Freq
987e4148c7,High Vol: High Tx Amount + Low Freq
987e4f20d8,Low Volume
987fc27437,Average
988269b4df,Single Tx
988409488a,Single Tx
988d32eb83,Low Volume
989eaf7da0,Average
98a43be4cc,Average
98a497189d,Single Tx
98a4bb6059,Average
98a4d79a9e,Very Low Volume
98a5b35f97,High Vol: Low Tx Amount + High Freq
98a5c29f10,Average
98adc013d2,Low Volume
98b34c4529,High Vol: High Tx Amount + Low Freq
98bf5fc3d7,High Vol: High Tx Amount + Low Freq
98c143308f,Average
98c2af64d7,Average
98c94c79ec,Average
98cc01d888,Average
